id,name,spokenLanguage,signedLanguage,category,definition,paraphrase,example,url,videoDuration,exampleVideoDuration
116470,HÉRÉDITAIRE - HÉRÉDITÉ,fr,lsf-ch,Medizin,Transmission des caractères génétiques des parents à leurs descendants.,Transmission génétique.,"Un enfant dont les parents sont sourds, est sourd par hérédité.",https://signsuisse.sgb-fss.ch/fr/lexikon/116470/hereditaire-heredite,2.96,5.96
122740,MERITO,it,lis-ch,Beruf/Schule,"Diritto alla stima, alla riconoscenza, alla giusta ricompensa acquisito in virtù delle proprie capacità, impegno, opere, prestazioni, qualità, valore.",Valore.,"Chi è disposto a fare sacrifici, è più facile che riceva dei meriti.",https://signsuisse.sgb-fss.ch/it/lexikon/122740/merito,2.292,4.75
112567,NÄMLICH,de,dsgs,Allgemein,"In der Bedeutung ist die Wortart von nämlich unklar. Zumeist wird es als Konjunktion bezeichnet, dagegen spricht aber, dass nämlich weder Nebensätze einleiten noch im Hauptsatz mit Verbzweitstellung vor dem Vorfeld stehen kann.","darum, weil, deswegen = Grund","Es gibt vier Jahreszeiten, nämlich Frühling, Sommer, Herbst und Winter.",https://signsuisse.sgb-fss.ch/lexikon/112567/naemlich,2.084,7.709
115572,PARCOURS,fr,lsf-ch,Verkehr,"Itinéraire à suivre ou trajet suivi par quelqu'un, un véhicule, un animal.","Chemin, itinéraire, route, trajet.",Le parcours de l'autobus passe devant la mairie.,https://signsuisse.sgb-fss.ch/fr/lexikon/115572/parcours,2.68,9.32
127038,KINDERGÄRTNER,de,dsgs,Beruf/Schule,der beruflich in einem Kindergarten Kinder betreut,"Person, Beruf im Kindergarten",Kindergärtner/in ist verantwortlich für die kleinen Kinder.,https://signsuisse.sgb-fss.ch/lexikon/127038/kindergaertner,2.88,4.92
113021,JUMELLES,fr,lsf-ch,Haushalt,Double lunette qui permet notamment de voir au loin.,"Lunette, longue-vue, télescope.",Antoine observe les chamois avec des jumelles.,https://signsuisse.sgb-fss.ch/fr/lexikon/113021/jumelles,3.375,10.209
118190,LESBISCH,de,dsgs,Eigenschaft,Das Adjektiv lesbisch bezeichnet homosexuelle Frauen.,Liebe zwischen zwei Frauen,"Die Eltern akzeptieren, dass ihre Tochter lesbisch ist.",https://signsuisse.sgb-fss.ch/lexikon/118190/lesbisch,2.75,5.667
118371,ARCHITECTE,fr,lsf-ch,Beruf/Schule,"Personne diplômée, capable de tracer le plan d'un édifice et d'en diriger l'exécution.","Dessin, plan, maison.",L'architecte a plein d'idées super pour l' appartement.,https://signsuisse.sgb-fss.ch/fr/lexikon/118371/architecte,3.6,6.72
130879,CARPACCIO,fr,lsf-ch,",Nahrung","Plat fait de fines tranches de viande ou de poisson cru, arrosées d'huile d'olive ou de citron.","Viande ou poisson, fine, cru.","Dans la cuisine italienne, le carpaccio est l'entrée de boeuf ou de poisson.",https://signsuisse.sgb-fss.ch/fr/lexikon/130879/carpaccio,3.28,14.08
119148,TORAH,fr,lsf-ch,Religion,"Nom que les Juifs donnent aux 5 premiers livres de la Bible (la Genèse, l'Exode, le Lévitique, les Nombres et le Deutéronome) qui constituent la Loi Mosaïque (Moïse).","Enseignement divin, Moïse.","La Torah fut, selon la tradition, dictée à Moïse par Dieu sur le mont Sinaï.",https://signsuisse.sgb-fss.ch/fr/lexikon/119148/torah,3.36,14.4
118490,SLOVÉNIE,fr,lsf-ch,Nation,"Etat d'Europe centrale. Elle est bordée par la mer adriatique, l'Italie, l'Autriche, la Hongrie et la Croatie. Elle a pour capitale Ljubljana.","Pays, Europe, capitale Ljubljana.","Au xxe siècle, la Slovénie fait partie de la Yougoslavie avant d'obtenir son indépendance le 25 juin 1991.",https://signsuisse.sgb-fss.ch/fr/lexikon/118490/slovenie,2.96,15.209
119155,SALUT,fr,lsf-ch,Menschen,Formule brève d'accueil ou d'adieu.,"Bonjour, hello, bonsoir, ciao.",Il a sa manière à lui de dire: &quot;salut!&quot;.,https://signsuisse.sgb-fss.ch/fr/lexikon/119155/salut,2.084,4.167
115905,WINTERTHUR,de,dsgs,Stadt,Winterthur ist eine Stadt und politische Gemeinde im Kanton Zürich sowie Hauptort des gleichnamigen Bezirks.,Stadt im Kanton Zürich,In Winterthur gibt es ein breites Angebot an Veranstaltungen.,https://signsuisse.sgb-fss.ch/lexikon/115905/winterthur,2.24,4.88
129595,ENTSCHEIDEN,de,dsgs,Verb,von etwas fest überzeugt; nicht leicht abzubringen,beschlossen,"Ich habe mich entschieden, dieser Firma zu kündigen.",https://signsuisse.sgb-fss.ch/lexikon/129595/entscheiden,2.334,3.667
115439,ANTIGUA-ET-BARBUDA,fr,lsf-ch,Nation,"État composé de deux îles principales, l'île d'Antigua, connue en français sous le nom d'Antigue (la vieille) et l'île de Barbuda, ou Barbude, et de quelques îles plus petites.","Pays des Antilles, capitale: Saint John's.","Lors de son second voyage en 1493, Christophe Colomb débarqua à Antigua-et-Barbuda.",https://signsuisse.sgb-fss.ch/fr/lexikon/115439/antigua-et-barbuda,4.792,16.04
125301,GUIRLANDE,fr,lsf-ch,Allgemein,Sorte de ruban décoratif.,Ornement.,"Au mois de décembre, des guirlandes décorent la rue du village.",https://signsuisse.sgb-fss.ch/fr/lexikon/125301/guirlande,3.36,10.2
112248,MÖCHTEN,de,dsgs,Verb,Bei möchten handelt es sich um eine flektierte Form von mögen.,"wünschen, mögen",Möchtest Du auch eine Glace?,https://signsuisse.sgb-fss.ch/lexikon/112248/moechten,2.625,2.917
128135,DESSERT,fr,lsf-ch,Nahrung,Dernier plat d'un repas.,"Sucré, pâtisserie, fruits",je ne manque jamais le dessert!,https://signsuisse.sgb-fss.ch/fr/lexikon/128135/dessert,2.75,5.0
129012,EXTERN,de,dsgs,Allgemein,"so, dass sie nicht im Internat leben, aber die dazugehörige Schule besuchen","nicht im Internat wohnend, sondern pendeln zwischen zu Hause und Schule",Die Privatschule nimmt auch Externe auf.,https://signsuisse.sgb-fss.ch/lexikon/129012/extern,2.56,4.32
129597,VIERUNDNEUNZIG,de,dsgs,Allgemein,Die Vierundneunzig (94) ist die natürliche Zahl zwischen dreiundneunzig und fünfundneunzig.,"Zahl, 94",Im Altersheim befindet sich eine Person die bereits 94 Jahre alt ist.,https://signsuisse.sgb-fss.ch/lexikon/129597/vierundneunzig,3.08,6.12
119706,VIANDE,fr,lsf-ch,Nahrung,Chair des animaux que l'on mange.,"Mammifères, volaille, chair.",Mon mari préfère manger la viande &quot;bleue&quot; et moi je la préfère &quot;saignante&quot;.,https://signsuisse.sgb-fss.ch/fr/lexikon/119706/viande,3.084,8.084
113111,FREIER,de,dsgs,Allgemein,"Als Freier wird im Jargon der Prostitution eine Person bezeichnet, die für sexuelle Dienstleistungen bezahlt.",eine Person bezahlt für Sex,Der Freier nimmt reglemässig die Dienstleistung einer Prostituierten in Anspruch.,https://signsuisse.sgb-fss.ch/lexikon/113111/freier,3.5,6.125
113698,FLIEGEN,de,dsgs,Verb,Fliegen bedeutet gemeinhin die Fortbewegung eines Lebewesens oder eines Luftfahrzeugs durch die Luft.,sich in der Luft fortbewegen (im Flugzeug),Dieses Modellflugzeug kann fliegen.,https://signsuisse.sgb-fss.ch/lexikon/113698/fliegen,2.792,5.209
121200,DIMISSIONE,it,lis-ch,Beruf/Schule,"Atto con cui una persona o un gruppo dirigente rimette il mandato che ha avuto, rinuncia a una carica, a un ufficio.","Rinuncia formale a una carica, a un ufficio, a un impiego.",Quella donna vuole dare le dimissioni dal suo impiego in fabbrica.,https://signsuisse.sgb-fss.ch/it/lexikon/121200/dimissione,2.209,4.959
124453,JARDIN,fr,lsf-ch,Nahrung,"Terrain clos où l'on peut cultiver des fruits, des légumes.","Terrain, clôture, engrais, fruits, légumes.",J'ai un petit coin de jardin derrière la maison.,https://signsuisse.sgb-fss.ch/fr/lexikon/124453/jardin,2.417,4.459
114426,ÄRGERN,de,dsgs,Eigenschaft,"Ärger ist eine spontane, innere, emotionale Reaktion auf eine Situation, eine Person oder eine Erinnerung, die der Verärgerte verändern möchte.","wütend, nicht zufrieden mit der Arbeit oder einer Person, einem Sachverhalt",Ich ärgere mich immer über den Computer.,https://signsuisse.sgb-fss.ch/lexikon/114426/aergern,2.667,3.542
120855,CRABE,fr,lsf-ch,Tiere,"Nom courant de plusieurs crustacés décapodes (tourteau, étrille, araignée de mer, etc.)","Crustacé, carapace, pince.",On voit des crabes sur les plages.,https://signsuisse.sgb-fss.ch/fr/lexikon/120855/crabe,2.792,5.209
119202,SOURIS 1,fr,lsf-ch,Tiere,Petit mammifère rongeur.,"4 pattes, 2 oreilles, gris, rongeur, queue,",Les souris ont fait des dégâts dans la cave.,https://signsuisse.sgb-fss.ch/fr/lexikon/119202/souris-1,2.959,5.417
128745,MBOMBELA,de,dsgs,Stadt,Mbombela ist die Hauptstadt der Provinz Mpumalanga in Südafrika.,Name einer Stadt in Südafrika (Nelspurit),Die Fussballmannschaft trainiert in Mbombela.,https://signsuisse.sgb-fss.ch/lexikon/128745/mbombela,2.88,6.6
111816,RECYCLING,de,dsgs,Allgemein,Wiederverwertung von Abfallstoffen zur Herstellung von neuen Produkten.,neue Verwendung für Abfall; Aufbereitung und Wiederverwendung bereits benutzter Rohstoffe,Die alte Plastikflasche kann durch Recycling zur Herstellung einer neuen beitragen.,https://signsuisse.sgb-fss.ch/lexikon/111816/recycling,3.125,7.042
125385,EINCHECKEN,de,dsgs,Verb,abfertigen des Fluggastes vor Beginn des Fluges,am Flughafenschalter abfertigen,Ich checke ein und stelle meinen Koffer auf die Waage.,https://signsuisse.sgb-fss.ch/lexikon/125385/einchecken,2.32,5.44
115585,EXCELLENT,fr,lsf-ch,Allgemein,"Excellent qualifie ce qui est très bon dans sa catégorie, supérieur dans son genre, qui présente un certain niveau de perfection.",superbe,"Cet homme est un excellent cuisinier, il fait des repas délicieux",https://signsuisse.sgb-fss.ch/fr/lexikon/115585/excellent,2.92,11.48
116650,RIVIERA,de,dsgs,Nation,Die Riviera ist der französisch-italienische Küstenabschnitt des Ligurischen Meers.,französisch-italienischer Küstenabschnitt,Die Küste in Genua wird Riviera genannt.,https://signsuisse.sgb-fss.ch/lexikon/116650/riviera,2.667,6.209
115062,AUSHALTEN,de,dsgs,Verb,"durchhalten, eine Last tragen können, einer Belastung standhalten","durchhalten, unangenehme Situation ertragen","Auf einem langen Flug kann ich das Sitzen aushalten,",https://signsuisse.sgb-fss.ch/lexikon/115062/aushalten,2.52,6.24
122392,EST - ORIENTALE,it,lis-ch,Allgemein,"Uno dei quattro punti cardinali dell'orizzonte terrestre, quello nella cui direzione si vede sorgere il Sole nei giorni degli equinozi.","Oriente, levante.",Sto guidando in autostrada e devo prendere l'uscita est.,https://signsuisse.sgb-fss.ch/it/lexikon/122392/est-orientale,2.5,7.292
128786,AUFLÖSEN,de,dsgs,Verb,etwas z.B. wie einen Vertrag oder eine Verlobung für ungültig oder nichtig erklären,nicht mehr weiter bestehen lassen,"Dieser Verein muss aufgelöst werden, weil er zu wenig Mitglieder hat.",https://signsuisse.sgb-fss.ch/lexikon/128786/aufloesen,2.4,5.68
117821,CERVELAT,de,dsgs,Nahrung,Der Cervelat ist eine Schweizer Brühwurst und besteht aus Rindfleisch mit Schwarten und Speck.,"kleine, dicke, braune Wurst",Diese Mutter geht immer in die Metzgerei Cervelats kaufen.,https://signsuisse.sgb-fss.ch/lexikon/117821/cervelat,2.32,4.92
111466,ZAUBER,de,dsgs,Allgemein,"übernatürliche Wirkung, magische Manipulation, die nicht den Naturgesetzen unterliegt; unerklärlicher Vorgang","Handlung, mit der jemand etwas mit Hilfe magischer Kräfte tut, Magie",Im Zirkus präsentiert ein Mann eine guten Zaubertrick.,https://signsuisse.sgb-fss.ch/lexikon/111466/zauber,2.56,5.8
128874,VINO ROSATO,it,lis-ch,Nahrung,"Bevanda alcolica fermentata, ottenuta esclusivamente dalla fermentazione (totale o parziale) del frutto della vite, l'uva (sia essa pigiata o meno).",Bevanda alcolica.,Il vino rosato è leggero da bere.,https://signsuisse.sgb-fss.ch/it/lexikon/128874/vino-rosato,3.88,5.12
126218,PAPUA,de,dsgs,Nation,"Papua ist eine indonesische Provinz in West-Papua, dem indonesischen Teil Neuguineas, und war Teil der ehemaligen indonesischen Provinz Irian Jaya.",Inselstaat im Pazifik,"Eine gehörlose Person liebt es, ein Buch über Papua zu schreiben.",https://signsuisse.sgb-fss.ch/lexikon/126218/papua,2.584,5.084
114093,REGGAE,fr,lsf-ch,Sport/Freizeit,Style musical apparu à la fin des années 1960; il est la plus populaire des expressions musicales jamaïcaines.,Musique jamaïcaine.,"Le reggae est souvent lié au mouvement rastafi, lui-même né en Jamaïque.",https://signsuisse.sgb-fss.ch/fr/lexikon/114093/reggae,3.52,10.08
112043,SCHLEPPER,de,dsgs,Menschen,"jemand, der illegale Einwanderung als Fluchthelfer unterstützt, um sich daran zu bereichern",Fluchthelfer,Schlepper verhelfen Leuten zur Flucht.,https://signsuisse.sgb-fss.ch/lexikon/112043/schlepper,3.16,6.16
120157,SALÉ,fr,lsf-ch,Nahrung,Assaisonné avec du sel.,De sel.,Je préfère le salé au sucré.,https://signsuisse.sgb-fss.ch/fr/lexikon/120157/sale,2.542,4.459
125295,HIROSHIMA,fr,lsf-ch,Stadt,"Ville du Japon située sur la côte nord de la mer intérieure de Seto, sur l'île de Honshu.","Ville, Japon.","Depuis le 6 août 1945,Hiroshoma est connue pour avoir été l'une des deux cibles, avec Nagasaki, des bombardements atomiques par les États-Unis au cours de la Seconde Guerre mondiale.",https://signsuisse.sgb-fss.ch/fr/lexikon/125295/hiroshima,3.0,22.68
112581,SEHEN,de,dsgs,Verb,"Sehen ist eine visuelle Wahrnehmung, die Aufnahme und Verarbeitung von visuellen Reizen, bei der eine Extraktion relevanter Informationen, Erkennung von Elementen und deren Interpretation durch Abgleich mit Erinnerungen stattfindet.","mit dem Auge wahrnehmen, erfassen",Ich sehe ein schönes Bild.,https://signsuisse.sgb-fss.ch/lexikon/112581/sehen,2.75,4.167
122653,ANTIPATICO,it,lis-ch,Menschen,che suscita antipatia;,Non simpatico.,Lui è veramente antipatico.,https://signsuisse.sgb-fss.ch/it/lexikon/122653/antipatico,2.917,3.25
122310,BILANCIA,it,lis-ch,Beruf/Schule,strumento usato per misurare il peso;,Misuratore dei pesi.,Metto il sacco di patate sulla bilancia e vedo quanto pesa.,https://signsuisse.sgb-fss.ch/it/lexikon/122310/bilancia,2.834,7.542
113832,GELASSENHEIT,de,dsgs,Eigenschaft,"massvolle Haltung, seelisches Gleichgewicht",innere Ruhe,Die Krise und die Probleme in der Politik nehme ich mit Gelassenheit hin.,https://signsuisse.sgb-fss.ch/lexikon/113832/gelassenheit,2.2,5.2
128878,RESSOURCEN,de,dsgs,Allgemein,notwendige Grundlage für einen bestimmten Zweck,"Alltagskräfte, Arbeit, Bewältigung",Diese Person hat für den Kursunterricht genügend Ressourcen.,https://signsuisse.sgb-fss.ch/lexikon/128878/ressourcen,2.48,6.2
123196,PAUSA,it,lis-ch,Allgemein,Interruzione di breve durata.,"Intervallo, break.",In pausa vi offro i cornetti.,https://signsuisse.sgb-fss.ch/it/lexikon/123196/pausa,2.959,4.292
111805,REZEPT,de,dsgs,Nahrung,"Rezept ist, eine programmatische Anweisung zur Zubereitung eines Nahrungsmittels, wenn es nicht um Getränke geht, auch Kochrezept genannt.",Kochbeschreibung,"Ich liebe es, alte Kochrezepte zu sammeln.",https://signsuisse.sgb-fss.ch/lexikon/111805/rezept,2.459,5.0
126132,MUMPS,de,dsgs,Medizin,"Mumps ist eine ansteckende Virusinfektion, welche die Speicheldrüsen und andere Organe befällt.","Krankheit, bei der eine Entzündung insbesondere der Ohrspeicheldrüse vorliegt",Von der Krankheit Mumps sind bekanntlich viele Kinder betroffen und es besteht Ansteckungsgefahr.,https://signsuisse.sgb-fss.ch/lexikon/126132/mumps,3.042,8.417
120823,CUBE,fr,lsf-ch,Beruf/Schule,"En géométrie, solide à six faces carrées égales.",Parallèlépipède.,Combien de cubes y a-t-il ?,https://signsuisse.sgb-fss.ch/fr/lexikon/120823/cube,2.834,3.792
118962,COMÉDIEN - COMÉDIENNE,fr,lsf-ch,Beruf/Schule,"Professionnel qui joue la comédie au théâtre, au cinéma, à la télévision.","Artiste, acteur.",Emmanuelle Laborit est une comédienne très connue dans la communauté des sourds.,https://signsuisse.sgb-fss.ch/fr/lexikon/118962/comedien-comedienne,2.92,7.542
116212,RECK,de,dsgs,Sport/Freizeit,"Turngerät, das aus einer zwischen zwei festen senkrechten Stützen in der Höhe verstellbar angebrachten stählernen Stange besteht",Turngerät mit der Stange,Die Mädchenriege kann das Reck zum Hin- und Herschwingen benützen.,https://signsuisse.sgb-fss.ch/lexikon/116212/reck,2.75,6.75
126803,FLIMS,de,dsgs,Stadt,Flims ist eine politische Gemeinde im Bezirk Imboden des Kantons Graubünden in der Schweiz,Name eines Ortes im Kanton Graubünden in der Schweiz,"Im Dorf Flims gibt es viele Sportaktivitäten wie z.B. Ski fahren, wandern usw.",https://signsuisse.sgb-fss.ch/lexikon/126803/flims,2.56,7.48
127602,SPORTREDAKTION,de,dsgs,Veranstaltung/Medien,die Gesamtheit der Redakteure eines Sportverlags,"Veröffentlichung, Ausgabe eines Textes vom Sportbereich",Die Sportredaktion hat die Aufgabe sich auf die Sportinformationen zu konzentrieren.,https://signsuisse.sgb-fss.ch/lexikon/127602/sportredaktion,3.0,6.292
116035,FÜNFTE,de,dsgs,Allgemein,Ordnungszahl: nach dem oder der sechste kommend,"Zahl, 5., bestimmte Zahl",Diese Person wurde bereits zum fünften Mal operiert.,https://signsuisse.sgb-fss.ch/lexikon/116035/fuenfte,3.0,4.625
119555,VITE,fr,lsf-ch,Eigenschaft,Qui se meut avec rapidité.,Rythme.,Elle marche vite.,https://signsuisse.sgb-fss.ch/fr/lexikon/119555/vite,2.042,3.375
112587,VORMITTAG,de,dsgs,Allgemein,"Der Vormittag ist eine Tageszeit, welche zwischen Morgen und dem Mittag liegt.",zwischen Morgen bis Mittag,Ich habe immer am Vormittag eine Sitzung.,https://signsuisse.sgb-fss.ch/lexikon/112587/vormittag,2.631,3.807
123056,CARRELLO,it,lis-ch,Allgemein,"Telaio metallico, montato su ruote, di forme e dimensioni diverse.",Piccolo mezzo di trasporto su ruote.,"La cassa di Coca Cola è pesante, meglio prendere un carrello per trasportarla.",https://signsuisse.sgb-fss.ch/it/lexikon/123056/carrello,2.417,7.209
122997,ARCOBALENO,it,lis-ch,Natur,Arco formato da sette fasce con i colori; si forma nel cielo quando la luce del sole viene scomposta dalle gocce di pioggia sospese nell'atmosfera.,Arco multicolore.,"Se piove e nel contempo c'è il sole, può formarsi l'arcobaleno.",https://signsuisse.sgb-fss.ch/it/lexikon/122997/arcobaleno,2.959,5.209
116380,VALSE,fr,lsf-ch,Sport/Freizeit,"Danse de salon, à 3 temps, exécutée par couple et en tournant.","Danse, couple.",La valse vient de l'allemand « Walzer » qui signifie « tourner en cercle ».,https://signsuisse.sgb-fss.ch/fr/lexikon/116380/valse,3.28,12.44
121073,VENTITRE',it,lis-ch,Allgemein,E' il numero naturale dopo il 22 e prima del 24.,Valore numerico.,Il 23 maggio è il compleanno di mio zio.,https://signsuisse.sgb-fss.ch/it/lexikon/121073/ventitre,3.28,7.084
115466,AUSSTEIGEN,de,dsgs,Verb,"Ein Fahrzeug verlassen, aus etwas steigen.",Verlassen,"Ich fahre mit dem Zug nach Bern, wo ich aussteige und zu Fuss weiter gehe.",https://signsuisse.sgb-fss.ch/lexikon/115466/aussteigen,2.584,5.917
125100,RADIKAL,de,dsgs,Politik/Recht,"radikal ist eine extreme politische Position vertretend, radikale Ansichten haben",politisch extreme Meinung vertreten,Das Verhalten dieser Jugendlichen ist radikal.,https://signsuisse.sgb-fss.ch/lexikon/125100/radikal,2.375,5.667
115267,GEN,de,dsgs,Medizin,"Abschnitt der DNA als lokalisierter Träger einer Erbanlage, eines Erbfaktors, der die Ausbildung eines bestimmten Merkmals bestimmt und beeinflusst.","kleinster Träger von Eigenschaften in den Zellen von Lebewesen, Gene werden vererbt",Im medizinischen Bereich wird über verschiedene Gene geforscht.,https://signsuisse.sgb-fss.ch/lexikon/115267/gen,2.084,5.209
